"name","address","category"
"Pixie Beauty Salon","16 Chaem Chan Alley, Khlong Tan Nuea, Watthana, Bangkok 10110","spa_and_massage"
"Plant Day Spa","Plant Day Spa 15/4  Woodberry Common Building 2nd Floor, Soi Ruam Radi, Lumphini, Pathumwan, Bangkok","spa_and_massage"
"TRIA Medical Wellness Center","TRIA Medical Wellness Center 998 Rimklongsamsan (Rama9) Road. Bangkapi, Huay Kwang, Bangkok, Thailand 10310","spa_and_massage"
"Organika Secret Spa","5th floor. Building A Piman 49 Soi Soukhumvit 49 Wattana North-Klong Ton, Bangkok 10110","spa_and_massage"
"Kashikiri Onsen and Spa 49 (BTS Thong Lo)","84 Sukhumvit 49 Bangkok Thailand 10110","spa_and_massage"
"Cense by SPA Cenvaree @ Centara Watergate Pavillion Hotel","9th Floor Centara Watergate Pavillion Hotel Bangkok 567 Rachaprarop Rd., Makkasan, Bangkok 10400, Thailand","spa_and_massage"
"Bangkok Sports Massage","2nd Floor, Fifty Fifth Plaza 90 Thonglor Soi 2, Sukhumvit 55 Road, Kwaeng Khlongton-North","spa_and_massage"
"Vannara Spa","Soi 43 Yak 15 Rama 9 แขวง สวนหลวง เขต สวนหลวง กรุงเทพมหานคร 10250","spa_and_massage"
"Secrets De Beauté","87 Moo.2 Bang Khun Kong, Bang Kruai District, Nonthaburi 11130","spa_and_massage"
"Remedy Massage","58/1, Sukhumvit55 Rd, Klong Tan Nuea, Watthana, Bangkok 10110","spa_and_massage"
"Forrest Massage & Spa","39/2 Pracha Rat Bamphen 24 Alley, Samsen Nok, Huai Khwang, Bangkok 10310","spa_and_massage"
"TAZiTA Spa and Art Design","CENTRAL at CentralWorld, 7th Floor, 999/9 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Bangkok 10330","spa_and_massage"
"Simply Retreat Spa","7 Sutthisarn Vinitchai Road, Samsen Nai, Phayathai, Bangkok 10400","spa_and_massage"
"Chi The Spa At Shangri-La Hotel","89 Soi Wat Suan Plu, New Road, Bangrak, Level 2, Krungthep Wing, Bangkok, 10500","spa_and_massage"
"Clarins Skin Spa","9 Branches ( Central Embassy / Central Chidlom / Central Lardpao / Central Bangna / Central Pinklao / Central Festival Chiangmai / Siam Paragon / Emporium / ICONSIAM)","spa_and_massage"
"Let's Relax Phuket Boat Lagoon","20/64 Thepkasattri Road, Muang, Phuket","spa_and_massage"
"The Wora Spa Hua Hin","83/199 Soi Moo Baan Nongkae, NongKae, Hua Hin, Prachuab Khiri Khan, 77110","spa_and_massage"
