"name","address","category"
"Benefit Cosmetics Brow Bar (Central Bangna)","585 BANGNA-TRAD ROAD, BANGNA, BANGKOK 10260, BANGNA, BANGKOK 10260","hair_removal"
"Beauty Story (Mega Bangna)","Mega Bangna floor 1 Bang Kaeo, Bang Phli District, Samut Prakan 10540","hair_removal"
"BareHare Eyebrow & Wax Salon (Central Ladprao)","1693 Phahonyothin Rd, Khwaeng Chatuchak, Khet Chatuchak, Krung Thep Maha Nakhon 10900","hair_removal"
"V Bright Clinic","399/4 2nd floor, Alley Silom 7, Silom Rd , Silom , Bang Rak District, Bangkok 10500","hair_removal"
"Meganails Spa (Central Plaza Grand Rama 9 Branch)","B1 Floor, CentralPlaza Grand Rama 9, 9/9 Rama 9 Soi 4, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310","hair_removal"
"Tara Boutique Massage","4th FLOOR Central RamaIII 79 Satupradit road, yannawa, chongnonsri, Bangkok 10120","hair_removal"
"YBB by YOKATTA","Silom 64 Building (BTS Saladaeng Ext 1), 3rd  floor, Suriya Wong, Bang Rak, Bangkok 10500","hair_removal"
"MaMa Nail and Wax Boutique By Kewpaisals","Qiss Mall Soi Rong Phayaban 1 (Rubia) Rama 4 RD. Bangkok, 10110","hair_removal"
"Menard Facial Salon Sukhumvit 39","147/2A Ban Prompong, Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110","hair_removal"
"Beauty addict","10, GM Height Building, Sukhumvit RD, Sukhumvit Soi 22, Khlong Toei, Bangkok, Thailand, 10110","hair_removal"
"Reveal Beauty & Wax","283/57 Sukhumvit 55,  Khlong Tan Nua, Watthana, Bangkok 10110","hair_removal"
"Botanica Spa","1024 Supreme Complex 2FL ,Samsen 28, Nakhon Chai Si Rd, Dusit , Bangkok 10300","hair_removal"
"Meganails Spa (The Promenade Branch)","3rd Floor, The Promenade, 589/7-9, Soi 2/3, Ramintra Road, Khan Na Yao, Bangkok 10230","hair_removal"
"SIS Nails & Beauty Bar","96/7 Yooyen Garden Ratchapruek (Opposite The Circle Ratchapruek), Ratchapruek Road, Khwaeng Bangramad, Bangkok, Thailand 10170","hair_removal"
